time,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_max,latitude,longitude
2020-11-02,34.6,19.3,0.0,89,14.1825,-16.2533
2020-11-03,34.8,19.3,0.0,86,14.1825,-16.2533
2020-11-04,34.1,22.4,0.0,98,14.1825,-16.2533
2020-11-05,32.9,23.4,0.0,100,14.1825,-16.2533
2020-11-06,32.6,25.0,0.2,97,14.1825,-16.2533
2020-11-07,35.4,25.3,0.0,86,14.1825,-16.2533
2020-11-08,36.0,24.8,0.0,67,14.1825,-16.2533
2020-11-09,34.7,19.6,0.0,92,14.1825,-16.2533
2020-11-10,34.6,22.5,0.0,100,14.1825,-16.2533
2020-11-11,34.4,22.4,0.0,96,14.1825,-16.2533
2020-11-12,33.9,21.2,0.0,87,14.1825,-16.2533
2020-11-13,33.6,19.2,0.0,75,14.1825,-16.2533
2020-11-14,33.8,17.9,0.0,73,14.1825,-16.2533
2020-11-15,33.1,17.6,0.0,79,14.1825,-16.2533
2020-11-16,34.1,18.2,0.0,76,14.1825,-16.2533
2020-11-17,34.2,20.5,0.0,60,14.1825,-16.2533
2020-11-18,34.2,19.7,0.0,61,14.1825,-16.2533
2020-11-19,33.2,17.9,0.0,68,14.1825,-16.2533
2020-11-20,33.9,17.2,0.0,73,14.1825,-16.2533
2020-11-21,34.8,19.0,0.0,87,14.1825,-16.2533
2020-11-22,34.5,20.4,0.0,93,14.1825,-16.2533
2020-11-23,33.8,19.6,0.0,94,14.1825,-16.2533
2020-11-24,33.7,22.3,0.0,54,14.1825,-16.2533
2020-11-25,30.6,20.7,0.0,46,14.1825,-16.2533
2020-11-26,31.8,17.9,0.0,60,14.1825,-16.2533
2020-11-27,31.0,17.8,0.0,58,14.1825,-16.2533
2020-11-28,30.6,17.8,0.0,64,14.1825,-16.2533
2020-11-29,31.4,19.3,0.0,73,14.1825,-16.2533
2020-11-30,31.7,20.0,0.0,86,14.1825,-16.2533
2020-12-01,33.3,21.8,0.0,70,14.1825,-16.2533
2020-12-02,33.3,21.1,0.0,71,14.1825,-16.2533
2020-12-03,32.7,20.7,0.0,79,14.1825,-16.2533
2020-12-04,33.6,19.9,0.0,76,14.1825,-16.2533
2020-12-05,33.8,20.1,0.0,74,14.1825,-16.2533
2020-12-06,33.0,20.5,0.0,68,14.1825,-16.2533
2020-12-07,32.3,20.6,0.0,61,14.1825,-16.2533
2020-12-08,32.9,19.9,0.0,47,14.1825,-16.2533
2020-12-09,32.8,19.5,0.0,54,14.1825,-16.2533
2020-12-10,32.9,19.8,0.0,48,14.1825,-16.2533
2020-12-11,33.3,19.5,0.0,42,14.1825,-16.2533
2020-12-12,33.8,18.9,0.0,43,14.1825,-16.2533
2020-12-13,32.0,18.1,0.0,59,14.1825,-16.2533
2020-12-14,32.3,17.3,0.0,75,14.1825,-16.2533
2020-12-15,32.4,16.7,0.0,78,14.1825,-16.2533
2020-12-16,32.6,17.6,0.0,65,14.1825,-16.2533
2020-12-17,32.9,19.2,0.0,62,14.1825,-16.2533
2020-12-18,31.8,21.1,0.0,50,14.1825,-16.2533
2020-12-19,30.8,18.0,0.0,50,14.1825,-16.2533
2020-12-20,32.1,18.6,0.0,34,14.1825,-16.2533
2020-12-21,32.9,19.2,0.0,43,14.1825,-16.2533
2020-12-22,32.3,18.5,0.0,48,14.1825,-16.2533
2020-12-23,31.7,16.8,0.0,60,14.1825,-16.2533
2020-12-24,33.0,16.2,0.0,71,14.1825,-16.2533
2020-12-25,32.0,19.4,0.0,67,14.1825,-16.2533
2020-12-26,32.2,21.2,0.0,64,14.1825,-16.2533
2020-12-27,35.5,22.0,0.0,54,14.1825,-16.2533
2020-12-28,36.1,23.1,0.0,60,14.1825,-16.2533
2020-12-29,35.5,21.6,0.0,58,14.1825,-16.2533
2020-12-30,35.7,22.0,0.0,64,14.1825,-16.2533
2020-12-31,36.6,22.7,0.0,56,14.1825,-16.2533
2021-01-01,35.5,23.1,0.0,43,14.1825,-16.2533
2021-01-02,33.4,21.5,0.0,47,14.1825,-16.2533
2021-01-03,33.7,19.7,0.0,55,14.1825,-16.2533
2021-01-04,35.1,20.4,0.0,48,14.1825,-16.2533
2021-01-05,36.4,22.2,0.0,32,14.1825,-16.2533
2021-01-06,36.3,21.6,0.0,52,14.1825,-16.2533
2021-01-07,36.8,20.3,0.0,63,14.1825,-16.2533
2021-01-08,35.3,20.4,0.0,60,14.1825,-16.2533
2021-01-09,31.9,19.9,0.0,74,14.1825,-16.2533
2021-01-10,30.3,19.1,0.0,54,14.1825,-16.2533
2021-01-11,29.6,19.0,0.0,37,14.1825,-16.2533
2021-01-12,31.0,20.4,0.0,33,14.1825,-16.2533
2021-01-13,33.0,21.1,0.0,29,14.1825,-16.2533
2021-01-14,35.0,20.0,0.0,28,14.1825,-16.2533
2021-01-15,34.1,20.5,0.0,26,14.1825,-16.2533
2021-01-16,29.2,20.3,0.0,21,14.1825,-16.2533
2021-01-17,29.7,20.8,0.0,17,14.1825,-16.2533
2021-01-18,31.6,19.3,0.0,19,14.1825,-16.2533
2021-01-19,33.3,18.9,0.0,27,14.1825,-16.2533
2021-01-20,34.5,18.1,0.0,26,14.1825,-16.2533
2021-01-21,35.8,18.9,0.0,25,14.1825,-16.2533
2021-01-22,34.1,21.8,0.0,22,14.1825,-16.2533
2021-01-23,33.1,21.1,0.0,21,14.1825,-16.2533
2021-01-24,33.8,18.6,0.0,25,14.1825,-16.2533
2021-01-25,35.5,18.0,0.0,24,14.1825,-16.2533
2021-01-26,35.9,17.7,0.0,27,14.1825,-16.2533
2021-01-27,35.9,16.9,0.0,32,14.1825,-16.2533
2021-01-28,35.7,18.8,0.0,24,14.1825,-16.2533
2021-01-29,35.2,18.8,0.0,27,14.1825,-16.2533
2021-01-30,36.3,19.4,0.0,30,14.1825,-16.2533
2021-01-31,36.3,19.9,0.0,22,14.1825,-16.2533
2021-02-01,35.6,21.2,0.0,24,14.1825,-16.2533
2021-02-02,36.2,19.4,0.0,32,14.1825,-16.2533
2021-02-03,35.3,18.6,0.0,37,14.1825,-16.2533
2021-02-04,33.3,21.5,0.0,55,14.1825,-16.2533
2021-02-05,28.6,18.4,0.0,76,14.1825,-16.2533
2021-02-06,27.0,18.6,0.0,64,14.1825,-16.2533
2021-02-07,32.0,18.1,0.0,38,14.1825,-16.2533
2021-02-08,32.8,18.3,0.0,32,14.1825,-16.2533
2021-02-09,33.1,20.6,0.0,24,14.1825,-16.2533
2021-02-10,34.6,20.3,0.0,20,14.1825,-16.2533
2021-02-11,36.8,21.0,0.0,28,14.1825,-16.2533
2021-02-12,37.1,21.6,0.0,26,14.1825,-16.2533
2021-02-13,36.3,21.5,0.0,27,14.1825,-16.2533
2021-02-14,37.1,21.2,0.0,29,14.1825,-16.2533
2021-02-15,36.9,20.7,0.0,24,14.1825,-16.2533
2021-02-16,36.8,21.5,0.0,29,14.1825,-16.2533
2021-02-17,34.5,25.2,0.0,36,14.1825,-16.2533
2021-02-18,34.6,22.5,0.0,38,14.1825,-16.2533
2021-02-19,35.8,22.2,0.0,37,14.1825,-16.2533
2021-02-20,35.6,22.2,0.0,36,14.1825,-16.2533
2021-02-21,36.0,21.5,0.0,37,14.1825,-16.2533
2021-02-22,38.3,21.6,0.0,34,14.1825,-16.2533
2021-02-23,38.1,22.4,0.0,21,14.1825,-16.2533
2021-02-24,37.9,20.5,0.0,32,14.1825,-16.2533
2021-02-25,37.5,20.1,0.0,31,14.1825,-16.2533
2021-02-26,34.7,22.8,0.0,20,14.1825,-16.2533
2021-02-27,33.8,20.6,0.0,21,14.1825,-16.2533
2021-02-28,33.6,18.9,0.0,43,14.1825,-16.2533
2021-03-01,34.4,18.3,0.0,50,14.1825,-16.2533
2021-03-02,37.8,22.2,0.0,36,14.1825,-16.2533
2021-03-03,38.9,25.4,0.0,24,14.1825,-16.2533
2021-03-04,38.1,24.6,0.0,27,14.1825,-16.2533
2021-03-05,37.6,20.5,0.0,50,14.1825,-16.2533
2021-03-06,38.5,22.9,0.0,32,14.1825,-16.2533
2021-03-07,37.9,21.9,0.0,43,14.1825,-16.2533
2021-03-08,36.0,22.1,0.0,39,14.1825,-16.2533
2021-03-09,34.9,20.7,0.0,48,14.1825,-16.2533
2021-03-10,34.7,21.1,0.0,46,14.1825,-16.2533
2021-03-11,34.9,20.5,0.0,38,14.1825,-16.2533
2021-03-12,35.9,20.9,0.0,22,14.1825,-16.2533
2021-03-13,36.2,21.3,0.0,27,14.1825,-16.2533
2021-03-14,36.8,20.4,0.0,34,14.1825,-16.2533
2021-03-15,37.0,21.4,0.0,31,14.1825,-16.2533
2021-03-16,36.8,19.6,0.0,47,14.1825,-16.2533
2021-03-17,34.9,17.7,0.0,89,14.1825,-16.2533
2021-03-18,33.4,17.1,0.0,98,14.1825,-16.2533
2021-03-19,33.1,17.3,0.0,98,14.1825,-16.2533
2021-03-20,35.8,18.3,0.0,77,14.1825,-16.2533
2021-03-21,35.6,19.2,0.0,66,14.1825,-16.2533
2021-03-22,35.9,19.1,0.0,65,14.1825,-16.2533
2021-03-23,36.4,19.4,0.0,62,14.1825,-16.2533
2021-03-24,38.6,22.8,0.0,45,14.1825,-16.2533
2021-03-25,40.3,22.5,0.0,45,14.1825,-16.2533
2021-03-26,39.8,21.2,0.0,51,14.1825,-16.2533
2021-03-27,39.2,21.7,0.0,50,14.1825,-16.2533
2021-03-28,37.8,20.1,0.0,61,14.1825,-16.2533
2021-03-29,37.8,20.1,0.0,56,14.1825,-16.2533
2021-03-30,35.7,19.5,0.0,66,14.1825,-16.2533
2021-03-31,36.1,19.8,0.0,63,14.1825,-16.2533
2021-04-01,41.1,20.6,0.0,57,14.1825,-16.2533
2021-04-02,40.2,22.5,0.0,56,14.1825,-16.2533
2021-04-03,38.3,20.4,0.0,79,14.1825,-16.2533
2021-04-04,40.2,19.4,0.0,93,14.1825,-16.2533
2021-04-05,42.4,20.4,0.0,88,14.1825,-16.2533
2021-04-06,39.1,19.6,0.0,94,14.1825,-16.2533
2021-04-07,41.5,21.4,0.0,72,14.1825,-16.2533
2021-04-08,42.2,24.6,0.0,37,14.1825,-16.2533
2021-04-09,41.5,23.7,0.0,39,14.1825,-16.2533
2021-04-10,39.8,20.2,0.0,62,14.1825,-16.2533
2021-04-11,40.2,20.4,0.0,68,14.1825,-16.2533
2021-04-12,42.4,23.5,0.0,41,14.1825,-16.2533
2021-04-13,41.6,24.0,0.0,49,14.1825,-16.2533
2021-04-14,40.3,22.4,0.0,64,14.1825,-16.2533
2021-04-15,38.7,21.5,0.0,68,14.1825,-16.2533
2021-04-16,39.3,21.3,0.0,64,14.1825,-16.2533
2021-04-17,39.5,21.8,0.0,55,14.1825,-16.2533
2021-04-18,40.1,22.7,0.0,45,14.1825,-16.2533
2021-04-19,41.1,23.7,0.0,36,14.1825,-16.2533
2021-04-20,38.2,22.2,0.0,51,14.1825,-16.2533
2021-04-21,36.8,19.8,0.0,74,14.1825,-16.2533
2021-04-22,36.2,19.7,0.0,80,14.1825,-16.2533
2021-04-23,37.7,20.8,0.0,72,14.1825,-16.2533
2021-04-24,35.6,20.3,0.0,73,14.1825,-16.2533
2021-04-25,36.0,19.5,0.0,80,14.1825,-16.2533
2021-04-26,36.4,19.7,0.0,73,14.1825,-16.2533
2021-04-27,36.5,20.9,0.0,63,14.1825,-16.2533
2021-04-28,37.8,20.6,0.0,58,14.1825,-16.2533
2021-04-29,38.1,21.2,0.0,58,14.1825,-16.2533
2021-04-30,37.0,21.9,0.0,52,14.1825,-16.2533
2021-05-01,37.2,20.9,0.0,71,14.1825,-16.2533
2021-05-02,34.6,21.1,0.0,68,14.1825,-16.2533
2021-05-03,35.0,19.6,0.0,78,14.1825,-16.2533
2021-05-04,36.2,19.4,0.0,74,14.1825,-16.2533
2021-05-05,36.4,20.2,0.0,76,14.1825,-16.2533
2021-05-06,37.9,21.4,0.0,65,14.1825,-16.2533
2021-05-07,39.8,22.0,0.0,55,14.1825,-16.2533
2021-05-08,38.4,22.5,0.0,55,14.1825,-16.2533
2021-05-09,35.3,20.0,0.0,70,14.1825,-16.2533
2021-05-10,36.8,19.4,0.0,84,14.1825,-16.2533
2021-05-11,37.8,21.2,0.0,68,14.1825,-16.2533
2021-05-12,37.3,22.4,0.0,81,14.1825,-16.2533
2021-05-13,38.7,25.5,0.0,61,14.1825,-16.2533
2021-05-14,44.2,23.9,0.0,51,14.1825,-16.2533
2021-05-15,40.2,24.7,0.0,52,14.1825,-16.2533
2021-05-16,37.7,21.5,0.0,70,14.1825,-16.2533
2021-05-17,39.2,21.6,0.0,69,14.1825,-16.2533
2021-05-18,42.9,23.3,0.0,59,14.1825,-16.2533
2021-05-19,36.9,23.0,0.0,76,14.1825,-16.2533
2021-05-20,34.8,23.2,0.0,81,14.1825,-16.2533
2021-05-21,36.0,20.6,0.0,91,14.1825,-16.2533
2021-05-22,35.4,19.0,0.0,91,14.1825,-16.2533
2021-05-23,36.2,19.6,0.0,88,14.1825,-16.2533
2021-05-24,36.6,19.8,0.0,91,14.1825,-16.2533
2021-05-25,32.8,21.4,0.0,80,14.1825,-16.2533
2021-05-26,38.9,22.1,0.0,74,14.1825,-16.2533
2021-05-27,37.9,22.8,0.0,65,14.1825,-16.2533
2021-05-28,37.5,21.7,0.0,74,14.1825,-16.2533
2021-05-29,38.1,22.1,0.0,71,14.1825,-16.2533
2021-05-30,37.1,22.1,0.0,76,14.1825,-16.2533
2021-05-31,33.2,23.2,0.0,81,14.1825,-16.2533
2021-06-01,32.8,22.7,0.0,86,14.1825,-16.2533
2021-06-02,37.5,21.7,0.0,83,14.1825,-16.2533
2021-06-03,38.7,23.1,0.0,66,14.1825,-16.2533
2021-06-04,39.5,25.1,0.0,58,14.1825,-16.2533
2021-06-05,33.3,24.9,0.0,72,14.1825,-16.2533
2021-06-06,35.0,22.7,0.0,86,14.1825,-16.2533
2021-06-07,35.5,22.9,0.0,87,14.1825,-16.2533
2021-06-08,37.2,24.4,0.0,84,14.1825,-16.2533
2021-06-09,36.7,25.6,0.0,88,14.1825,-16.2533
2021-06-10,36.3,24.9,0.0,83,14.1825,-16.2533
2021-06-11,31.7,24.8,0.0,87,14.1825,-16.2533
2021-06-12,37.2,26.1,0.0,85,14.1825,-16.2533
2021-06-13,36.1,25.7,0.0,84,14.1825,-16.2533
2021-06-14,33.3,24.8,0.0,87,14.1825,-16.2533
2021-06-15,35.5,25.1,0.0,90,14.1825,-16.2533
2021-06-16,35.5,25.0,0.0,91,14.1825,-16.2533
2021-06-17,36.0,23.8,0.0,90,14.1825,-16.2533
2021-06-18,35.5,23.6,0.0,90,14.1825,-16.2533
2021-06-19,36.8,22.3,0.0,94,14.1825,-16.2533
2021-06-20,36.9,22.5,0.0,86,14.1825,-16.2533
2021-06-21,33.9,23.8,0.0,83,14.1825,-16.2533
2021-06-22,36.0,25.7,0.0,78,14.1825,-16.2533
2021-06-23,36.2,24.3,0.0,88,14.1825,-16.2533
2021-06-24,38.2,23.4,0.0,93,14.1825,-16.2533
2021-06-25,36.4,26.2,0.1,85,14.1825,-16.2533
2021-06-26,31.5,26.1,1.5,88,14.1825,-16.2533
2021-06-27,34.7,24.7,0.0,91,14.1825,-16.2533
2021-06-28,37.8,25.5,0.0,84,14.1825,-16.2533
2021-06-29,35.2,25.0,0.0,96,14.1825,-16.2533
2021-06-30,33.2,24.1,0.0,96,14.1825,-16.2533
2021-07-01,33.6,23.2,0.0,94,14.1825,-16.2533
2021-07-02,34.6,23.7,0.1,84,14.1825,-16.2533
2021-07-03,33.1,24.4,0.0,89,14.1825,-16.2533
2021-07-04,32.7,24.1,0.0,90,14.1825,-16.2533
2021-07-05,35.2,24.3,0.0,86,14.1825,-16.2533
2021-07-06,32.5,25.1,0.0,88,14.1825,-16.2533
2021-07-07,36.9,24.3,0.0,80,14.1825,-16.2533
2021-07-08,35.3,24.7,0.0,86,14.1825,-16.2533
2021-07-09,33.2,25.3,0.0,86,14.1825,-16.2533
2021-07-10,31.4,25.1,0.0,87,14.1825,-16.2533
2021-07-11,33.0,23.4,0.0,88,14.1825,-16.2533
2021-07-12,34.4,24.4,8.4,83,14.1825,-16.2533
2021-07-13,33.3,24.5,3.7,94,14.1825,-16.2533
2021-07-14,33.7,25.5,0.0,92,14.1825,-16.2533
2021-07-15,33.7,25.5,0.0,87,14.1825,-16.2533
2021-07-16,34.0,25.1,0.0,88,14.1825,-16.2533
2021-07-17,35.7,25.8,2.3,85,14.1825,-16.2533
2021-07-18,38.1,25.8,2.9,86,14.1825,-16.2533
2021-07-19,34.0,26.2,0.0,88,14.1825,-16.2533
2021-07-20,37.7,25.7,0.0,89,14.1825,-16.2533
2021-07-21,33.6,26.7,2.2,87,14.1825,-16.2533
2021-07-22,34.6,25.7,0.0,89,14.1825,-16.2533
2021-07-23,34.2,24.2,0.0,81,14.1825,-16.2533
2021-07-24,35.9,22.3,0.0,80,14.1825,-16.2533
2021-07-25,32.3,25.0,1.3,79,14.1825,-16.2533
2021-07-26,33.1,25.4,0.0,84,14.1825,-16.2533
2021-07-27,34.5,25.6,0.0,87,14.1825,-16.2533
2021-07-28,34.4,25.2,0.0,84,14.1825,-16.2533
2021-07-29,33.5,25.6,1.0,85,14.1825,-16.2533
2021-07-30,33.0,26.0,10.3,93,14.1825,-16.2533
2021-07-31,28.9,24.7,7.8,95,14.1825,-16.2533
2021-08-01,32.1,24.1,4.0,97,14.1825,-16.2533
2021-08-02,30.3,25.0,14.1,93,14.1825,-16.2533
2021-08-03,28.2,24.2,20.8,95,14.1825,-16.2533
2021-08-04,30.8,24.5,5.8,98,14.1825,-16.2533
2021-08-05,31.5,25.7,1.7,94,14.1825,-16.2533
2021-08-06,30.2,24.3,4.9,97,14.1825,-16.2533
2021-08-07,29.7,25.3,6.8,94,14.1825,-16.2533
2021-08-08,30.7,24.2,9.1,96,14.1825,-16.2533
2021-08-09,31.5,24.6,2.9,95,14.1825,-16.2533
2021-08-10,33.4,23.7,0.1,97,14.1825,-16.2533
2021-08-11,34.1,24.8,0.0,95,14.1825,-16.2533
2021-08-12,33.7,24.3,0.0,96,14.1825,-16.2533
2021-08-13,32.0,24.8,0.0,97,14.1825,-16.2533
2021-08-14,32.7,25.4,7.5,97,14.1825,-16.2533
2021-08-15,29.0,25.1,5.4,93,14.1825,-16.2533
2021-08-16,30.7,24.4,19.3,97,14.1825,-16.2533
2021-08-17,29.1,24.7,7.8,96,14.1825,-16.2533
2021-08-18,29.8,24.5,7.1,99,14.1825,-16.2533
2021-08-19,28.1,23.8,66.4,96,14.1825,-16.2533
2021-08-20,28.8,24.1,5.4,98,14.1825,-16.2533
2021-08-21,31.4,22.9,5.3,100,14.1825,-16.2533
2021-08-22,31.9,25.0,0.5,97,14.1825,-16.2533
2021-08-23,32.1,25.8,0.5,93,14.1825,-16.2533
2021-08-24,30.6,24.9,7.5,96,14.1825,-16.2533
2021-08-25,32.0,25.0,7.2,98,14.1825,-16.2533
2021-08-26,31.8,24.0,0.1,97,14.1825,-16.2533
2021-08-27,31.1,25.7,10.9,97,14.1825,-16.2533
2021-08-28,29.6,23.9,17.7,96,14.1825,-16.2533
2021-08-29,31.9,24.1,0.6,97,14.1825,-16.2533
2021-08-30,34.4,24.5,1.9,97,14.1825,-16.2533
2021-08-31,33.1,25.2,0.4,98,14.1825,-16.2533
2021-09-01,30.1,24.0,21.8,97,14.1825,-16.2533
2021-09-02,32.1,24.0,5.1,98,14.1825,-16.2533
2021-09-03,33.1,25.4,2.7,98,14.1825,-16.2533
2021-09-04,31.7,24.4,12.9,96,14.1825,-16.2533
2021-09-05,31.2,24.5,0.8,96,14.1825,-16.2533
2021-09-06,32.2,24.4,0.5,99,14.1825,-16.2533
2021-09-07,29.9,25.3,9.1,97,14.1825,-16.2533
2021-09-08,33.2,23.6,0.0,99,14.1825,-16.2533
2021-09-09,34.5,25.1,0.2,97,14.1825,-16.2533
2021-09-10,30.6,24.1,25.4,97,14.1825,-16.2533
2021-09-11,30.9,23.8,5.5,98,14.1825,-16.2533
2021-09-12,31.8,24.7,6.6,98,14.1825,-16.2533
2021-09-13,32.3,25.0,6.5,98,14.1825,-16.2533
2021-09-14,31.7,25.6,0.8,96,14.1825,-16.2533
2021-09-15,33.5,25.8,0.0,99,14.1825,-16.2533
2021-09-16,28.8,24.7,3.9,96,14.1825,-16.2533
2021-09-17,31.1,24.1,9.2,97,14.1825,-16.2533
2021-09-18,31.3,24.2,16.6,97,14.1825,-16.2533
2021-09-19,29.8,24.4,0.1,99,14.1825,-16.2533
2021-09-20,33.4,23.9,0.0,98,14.1825,-16.2533
2021-09-21,34.2,26.2,0.0,97,14.1825,-16.2533
2021-09-22,33.7,25.4,0.0,98,14.1825,-16.2533
2021-09-23,32.0,26.4,2.3,95,14.1825,-16.2533
2021-09-24,31.1,26.0,0.4,95,14.1825,-16.2533
2021-09-25,31.8,24.2,7.3,96,14.1825,-16.2533
2021-09-26,33.8,24.9,1.4,100,14.1825,-16.2533
2021-09-27,34.5,24.1,0.0,99,14.1825,-16.2533
2021-09-28,34.7,25.4,0.0,99,14.1825,-16.2533
2021-09-29,32.5,26.4,0.0,96,14.1825,-16.2533
2021-09-30,32.3,25.6,0.5,96,14.1825,-16.2533
2021-10-01,33.5,24.8,0.0,95,14.1825,-16.2533
2021-10-02,32.9,24.9,5.9,96,14.1825,-16.2533
2021-10-03,33.2,24.9,1.0,96,14.1825,-16.2533
2021-10-04,33.1,26.1,7.5,96,14.1825,-16.2533
2021-10-05,33.3,25.6,0.0,99,14.1825,-16.2533
2021-10-06,33.7,24.1,0.1,99,14.1825,-16.2533
2021-10-07,34.1,25.8,3.2,98,14.1825,-16.2533
2021-10-08,34.8,25.9,0.0,96,14.1825,-16.2533
2021-10-09,34.0,25.5,0.0,95,14.1825,-16.2533
2021-10-10,34.0,26.1,0.0,96,14.1825,-16.2533
2021-10-11,35.1,24.8,0.1,98,14.1825,-16.2533
2021-10-12,34.0,24.2,0.0,96,14.1825,-16.2533
2021-10-13,34.8,23.9,0.0,97,14.1825,-16.2533
2021-10-14,36.1,22.8,0.0,96,14.1825,-16.2533
2021-10-15,35.7,23.7,0.0,100,14.1825,-16.2533
2021-10-16,35.9,24.9,0.5,99,14.1825,-16.2533
2021-10-17,35.0,25.5,0.0,99,14.1825,-16.2533
2021-10-18,32.8,25.8,0.1,97,14.1825,-16.2533
2021-10-19,36.4,26.2,0.0,99,14.1825,-16.2533
2021-10-20,37.6,23.6,0.0,98,14.1825,-16.2533
2021-10-21,36.0,25.9,0.0,99,14.1825,-16.2533
2021-10-22,35.2,25.4,0.0,100,14.1825,-16.2533
2021-10-23,34.3,22.7,0.1,85,14.1825,-16.2533
2021-10-24,32.5,24.3,13.5,97,14.1825,-16.2533
2021-10-25,31.4,24.8,0.2,95,14.1825,-16.2533
2021-10-26,33.3,25.3,0.2,93,14.1825,-16.2533
2021-10-27,33.9,23.9,0.0,92,14.1825,-16.2533
2021-10-28,32.4,24.4,0.0,92,14.1825,-16.2533
2021-10-29,34.8,24.2,0.0,89,14.1825,-16.2533
2021-10-30,32.7,25.5,0.0,93,14.1825,-16.2533
2021-10-31,35.5,24.4,0.0,94,14.1825,-16.2533
2021-11-01,35.7,26.2,0.0,79,14.1825,-16.2533
2021-11-02,35.4,22.4,0.0,85,14.1825,-16.2533
2021-11-03,34.0,23.2,0.0,96,14.1825,-16.2533
2021-11-04,35.0,24.5,0.0,98,14.1825,-16.2533
2021-11-05,35.0,25.4,0.0,98,14.1825,-16.2533
2021-11-06,37.0,23.6,0.0,90,14.1825,-16.2533
2021-11-07,35.7,23.3,0.0,82,14.1825,-16.2533
2021-11-08,35.4,22.5,0.0,68,14.1825,-16.2533
2021-11-09,34.9,21.9,0.0,79,14.1825,-16.2533
2021-11-10,34.2,21.1,0.0,82,14.1825,-16.2533
2021-11-11,32.1,23.8,0.0,70,14.1825,-16.2533
2021-11-12,34.1,23.3,0.2,74,14.1825,-16.2533
2021-11-13,33.3,22.6,0.1,75,14.1825,-16.2533
2021-11-14,33.2,23.6,0.0,81,14.1825,-16.2533
2021-11-15,34.9,25.5,0.0,79,14.1825,-16.2533
2021-11-16,36.6,23.0,0.0,74,14.1825,-16.2533
2021-11-17,36.5,22.9,0.0,78,14.1825,-16.2533
2021-11-18,35.6,22.8,0.0,94,14.1825,-16.2533
2021-11-19,36.6,24.7,0.0,59,14.1825,-16.2533
2021-11-20,38.4,24.5,0.0,60,14.1825,-16.2533
2021-11-21,37.7,23.1,0.0,65,14.1825,-16.2533
2021-11-22,38.6,22.2,0.0,70,14.1825,-16.2533
2021-11-23,36.6,20.4,0.0,93,14.1825,-16.2533
2021-11-24,36.6,22.8,0.0,93,14.1825,-16.2533
2021-11-25,36.8,22.5,0.0,90,14.1825,-16.2533
2021-11-26,37.8,22.6,0.0,72,14.1825,-16.2533
2021-11-27,37.1,22.6,0.0,64,14.1825,-16.2533
2021-11-28,35.7,23.7,0.0,44,14.1825,-16.2533
2021-11-29,33.5,22.7,0.0,33,14.1825,-16.2533
2021-11-30,33.8,20.9,0.0,38,14.1825,-16.2533
2021-12-01,35.7,20.1,0.0,51,14.1825,-16.2533
2021-12-02,37.1,22.3,0.0,35,14.1825,-16.2533
2021-12-03,35.2,22.8,0.0,31,14.1825,-16.2533
2021-12-04,36.4,21.4,0.0,39,14.1825,-16.2533
2021-12-05,36.9,21.9,0.0,38,14.1825,-16.2533
2021-12-06,35.4,22.0,0.0,29,14.1825,-16.2533
2021-12-07,34.7,20.1,0.0,34,14.1825,-16.2533
2021-12-08,36.3,20.0,0.0,38,14.1825,-16.2533
2021-12-09,36.5,21.1,0.0,31,14.1825,-16.2533
2021-12-10,36.1,21.0,0.0,43,14.1825,-16.2533
2021-12-11,35.8,20.2,0.0,54,14.1825,-16.2533
2021-12-12,36.2,18.6,0.0,75,14.1825,-16.2533
2021-12-13,35.9,20.5,0.0,55,14.1825,-16.2533
2021-12-14,36.0,23.0,0.0,25,14.1825,-16.2533
2021-12-15,32.0,23.4,0.0,41,14.1825,-16.2533
2021-12-16,33.2,21.6,0.1,47,14.1825,-16.2533
2021-12-17,34.9,22.5,0.0,50,14.1825,-16.2533
2021-12-18,36.5,23.6,0.0,54,14.1825,-16.2533
2021-12-19,32.0,22.4,0.0,65,14.1825,-16.2533
2021-12-20,34.6,25.3,0.0,33,14.1825,-16.2533
2021-12-21,30.4,24.7,0.3,53,14.1825,-16.2533
2021-12-22,33.3,23.3,0.1,58,14.1825,-16.2533
2021-12-23,34.8,21.8,0.0,46,14.1825,-16.2533
2021-12-24,35.0,22.9,0.2,37,14.1825,-16.2533
2021-12-25,35.2,23.7,0.0,37,14.1825,-16.2533
2021-12-26,31.8,23.9,0.0,33,14.1825,-16.2533
2021-12-27,36.0,23.1,0.0,48,14.1825,-16.2533
2021-12-28,35.7,21.8,0.0,29,14.1825,-16.2533
2021-12-29,35.3,18.6,0.0,38,14.1825,-16.2533
2021-12-30,35.9,19.2,0.0,33,14.1825,-16.2533
2021-12-31,36.1,19.9,0.0,31,14.1825,-16.2533
2022-01-01,35.4,21.7,0.0,23,14.1825,-16.2533
2022-01-02,35.1,20.9,0.0,23,14.1825,-16.2533
2022-01-03,34.0,19.8,0.0,24,14.1825,-16.2533
2022-01-04,34.7,18.1,0.0,29,14.1825,-16.2533
2022-01-05,35.0,20.4,0.0,26,14.1825,-16.2533
2022-01-06,34.0,19.9,0.0,23,14.1825,-16.2533
2022-01-07,33.9,19.3,0.0,24,14.1825,-16.2533
2022-01-08,33.8,18.6,0.0,24,14.1825,-16.2533
2022-01-09,30.8,21.8,0.0,31,14.1825,-16.2533
2022-01-10,31.4,22.5,0.0,42,14.1825,-16.2533
2022-01-11,33.7,20.9,0.0,52,14.1825,-16.2533
